utterance_id,utterance,intent_label,language_variant,student_id,school_type,school_major_detail,riasec_primary,riasec_secondary,mi_primary,vark_primary,career_alignment,initial_choice_program,expected_top_programs,source_type,generator_version,utterance_length
UTT2-001781,"Saya masih bingung dengan minat saya, tetapi saya cukup suka manufaktur. Bagaimana cara memetakannya?",klarifikasi_minat,id_formal,STU-003765,SMA,Seni/Kreatif,Conventional,Enterprising,Logis-Matematis,Reading/Writing,Eksekutif,Belum yakin,Teknik Industri|Sistem Informasi|Akuntansi|Matematika|Ekonomi Pembangunan,synthetic_template,stage10-v2.0,14
UTT2-001782,"Aku masih confuse soal passion, tapi interest di Mesin dan obat. Bisa dibantu mapping?",klarifikasi_minat,mixed,STU-006366,SMK,Teknik Mesin,Investigative,Conventional,Logis-Matematis,Reading/Writing,Akademik,Kimia,Farmasi|Kimia|Statistika|Teknik Mesin|Matematika,synthetic_template,stage10-v2.0,14
UTT2-001783,"Aku lumayan suka mengajar. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-005713,SMA,Pilihan Campuran Kurikulum Merdeka,Social,Artistic,Interpersonal,Auditory,Sosial,Pendidikan Guru Sekolah Dasar,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Psikologi|Kesehatan Masyarakat|Keperawatan,synthetic_template,stage10-v2.0,12
UTT2-001784,"Saya masih bingung dengan minat saya, tetapi saya cukup suka konten dan Robotik. Bagaimana cara memetakannya?",klarifikasi_minat,id_formal,STU-006006,SMK,Teknik Elektronika,Enterprising,Conventional,Linguistik,Auditory,Kreatif,Ilmu Komunikasi,Ilmu Komunikasi|Bisnis Digital|Desain Komunikasi Visual|Pendidikan Bahasa Inggris|Teknik Industri,synthetic_template,stage10-v2.0,16
UTT2-001785,Tolong jelaskan gambaran umum program studi Kesehatan Masyarakat.,info_program_studi,id_formal,STU-001626,SMK,Teknik Mesin,Realistic,Investigative,Interpersonal,Reading/Writing,Sosial,Teknologi Pangan,Kesehatan Masyarakat|Keperawatan|Ilmu Gizi|Teknik Mesin|Teknologi Pangan,synthetic_template,stage10-v2.0,8
UTT2-001786,"Aku siswa SMK Teknik Elektronika, interest-ku di riset dan matematika. Prodi yang match apa ya?",rekomendasi_prodi,mixed,STU-003844,SMK,Teknik Elektronika,Investigative,Artistic,Linguistik,Reading/Writing,Kreatif,Ilmu Komunikasi,Ilmu Komunikasi|Ilmu Gizi|Kesehatan Masyarakat|Pendidikan Bahasa Inggris|Desain Produk,synthetic_template,stage10-v2.0,15
UTT2-001787,"Aku lumayan suka IoT dan manufaktur. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-007584,SMK,Teknik Elektronika,Conventional,Enterprising,Logis-Matematis,Reading/Writing,Eksekutif,Teknik Industri,Teknik Industri|Akuntansi|Sistem Informasi|Teknik Elektro|Teknik Mesin,synthetic_template,stage10-v2.0,14
UTT2-001788,"Aku anak SMA jurusan IPS/Soshum, suka Sejarah. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-007996,SMA,IPS/Soshum,Investigative,Realistic,Naturalis,Reading/Writing,Akademik,Biologi,Biologi|Ekonomi Pembangunan|Kimia|Ilmu Gizi|Teknologi Pangan,synthetic_template,stage10-v2.0,11
UTT2-001789,Prospek karier tina Ilmu Gizi naon wae?,prospek_karier,sunda_umum,STU-010453,SMK,Farmasi Klinis dan Komunitas,Investigative,Social,Naturalis,Reading/Writing,Sosial,Ilmu Gizi,Ilmu Gizi|Teknologi Pangan|Biologi|Farmasi|Kesehatan Masyarakat,synthetic_template,stage10-v2.0,7
UTT2-001790,"Aku lumayan suka statistika. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-001486,SMK,Akuntansi dan Keuangan Lembaga,Investigative,Conventional,Logis-Matematis,Reading/Writing,Akademik,Statistika,Statistika|Sains Data|Farmasi|Akuntansi|Kimia,synthetic_template,stage10-v2.0,12
UTT2-001791,Skill awal buat masuk Manajemen apa aja kak?,skill_awal,id_nonformal,STU-000147,SMK,Farmasi Klinis dan Komunitas,Enterprising,Conventional,Interpersonal,Reading/Writing,Eksekutif,Bisnis Digital,Manajemen|Bisnis Digital|Pariwisata|Teknik Industri|Sistem Informasi,synthetic_template,stage10-v2.0,8
UTT2-001792,"Yen aku milih Kimia, kudu sinau saka ngendi dhisik?",roadmap_belajar,jawa_umum,STU-006209,SMK,Agribisnis Tanaman/Ternak/Perikanan,Artistic,Realistic,Interpersonal,Auditory,Akademik,Kimia,Kimia|Pendidikan Guru Sekolah Dasar|Biologi|Film dan Televisi|Agroteknologi,synthetic_template,stage10-v2.0,9
UTT2-001793,Skill awal apa yang sebaiknya saya kuasai sebelum mengambil Ilmu Gizi?,skill_awal,id_formal,STU-001611,SMK,Teknik Mesin,Investigative,Social,Kinestetik,Visual,Sosial,Ilmu Gizi,Ilmu Gizi|Teknologi Pangan|Teknik Mesin|Statistika|Farmasi,synthetic_template,stage10-v2.0,11
UTT2-001794,Saya siswa SMK jurusan Teknik Elektronika. Saya tertarik pada membantu dan teman. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-008613,SMK,Teknik Elektronika,Social,Realistic,Interpersonal,Kinesthetic,Sosial,Keperawatan,Keperawatan|Kesehatan Masyarakat|Pendidikan Guru Sekolah Dasar|Pariwisata|Psikologi,synthetic_template,stage10-v2.0,17
UTT2-001795,Saya menyukai Ecommerce dan Bisnis Digital. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-002705,SMK,Pemasaran - Bisnis Digital,Investigative,Realistic,Naturalis,Reading/Writing,Praktikal,Teknologi Pangan,Teknologi Pangan|Ilmu Gizi|Biologi|Agroteknologi|Agribisnis,synthetic_template,stage10-v2.0,12
UTT2-001796,"Abdi siswa SMK jurusan Pengembangan Perangkat Lunak dan Gim - RPL, resep data. Jurusan kuliah nu cocok naon?",rekomendasi_prodi,sunda_umum,STU-002665,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Conventional,Realistic,Logis-Matematis,Reading/Writing,Eksekutif,Sistem Informasi,Sistem Informasi|Teknik Industri|Sains Data|Akuntansi|Statistika,synthetic_template,stage10-v2.0,18
UTT2-001797,Saya siswa SMK jurusan Akuntansi dan Keuangan Lembaga. Saya tertarik pada Excel. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-006562,SMK,Akuntansi dan Keuangan Lembaga,Conventional,Enterprising,Logis-Matematis,Kinesthetic,Eksekutif,Teknik Industri,Teknik Industri|Akuntansi|Sistem Informasi|Statistika|Farmasi,synthetic_template,stage10-v2.0,17
UTT2-001798,Tolong bandingkan pilihan awal saya yaitu Teknik Mesin dengan rekomendasi sistem.,bandingkan_pilihan_awal,id_formal,STU-003392,MA,MIPA/IPA,Realistic,Investigative,Logis-Matematis,Kinesthetic,Sosial,Teknik Mesin,Teknik Mesin|Teknik Elektro|Teknologi Informasi|Teknik Informatika|Kimia,synthetic_template,stage10-v2.0,11
UTT2-001799,"Aku lumayan suka edukasi. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-003379,SMK,Pemasaran - Bisnis Digital,Social,Investigative,Interpersonal,Reading/Writing,Sosial,Pariwisata,Kesehatan Masyarakat|Pariwisata|Psikologi|Keperawatan|Pendidikan Guru Sekolah Dasar,synthetic_template,stage10-v2.0,12
UTT2-001800,"Aku lumayan suka Sensor dan kreatif. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-008464,SMK,Teknik Elektronika,Artistic,Enterprising,Linguistik,Visual,Kreatif,Teknik Industri,Film dan Televisi|Desain Produk|Ilmu Komunikasi|Arsitektur|Desain Komunikasi Visual,synthetic_template,stage10-v2.0,14
UTT2-001801,"Abdi masih bingung minat, tapi resep film dan Jaringan. Tiasa dibantos arahanna?",klarifikasi_minat,sunda_umum,STU-004868,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Enterprising,Conventional,Visual-Spasial,Visual,Praktikal,Film dan Televisi,Film dan Televisi|Desain Komunikasi Visual|Agribisnis|Desain Produk|Teknik Sipil,synthetic_template,stage10-v2.0,12
UTT2-001802,Saya siswa SMA jurusan MIPA/IPA. Saya tertarik pada Biologi. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-008633,SMA,MIPA/IPA,Investigative,Enterprising,Logis-Matematis,Visual,Akademik,Belum yakin,Statistika|Pendidikan Dokter|Sains Data|Ekonomi Pembangunan|Matematika,synthetic_template,stage10-v2.0,14
UTT2-001803,Overview Ilmu Komunikasi itu seperti apa?,info_program_studi,mixed,STU-003213,SMA,Seni/Kreatif,Enterprising,Artistic,Linguistik,Auditory,Kreatif,Ilmu Komunikasi,Ilmu Komunikasi|Desain Komunikasi Visual|Film dan Televisi|Ilmu Hukum|Desain Produk,synthetic_template,stage10-v2.0,6
UTT2-001804,"Abdi siswa SMK jurusan Layanan Kesehatan, resep Biologi. Jurusan kuliah nu cocok naon?",rekomendasi_prodi,sunda_umum,STU-005116,SMK,Layanan Kesehatan,Investigative,Realistic,Naturalis,Kinesthetic,Eksekutif,Teknik Informatika,Teknologi Pangan|Biologi|Ilmu Gizi|Teknik Informatika|Agroteknologi,synthetic_template,stage10-v2.0,13
UTT2-001805,Saya menyukai grammar dan pangan. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-003260,MA,Keagamaan,Social,Artistic,Naturalis,Auditory,Sosial,Pendidikan Bahasa Inggris,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Ilmu Gizi|Administrasi Publik|Psikologi,synthetic_template,stage10-v2.0,11
UTT2-001806,Saya awalnya ingin memilih Arsitektur. Apakah pilihan itu selaras dengan profil saya?,bandingkan_pilihan_awal,id_formal,STU-009088,SMK,Pengembangan Gim,Artistic,Realistic,Visual-Spasial,Auditory,Kreatif,Arsitektur,Arsitektur|Desain Produk|Desain Komunikasi Visual|Film dan Televisi|Ilmu Komunikasi,synthetic_template,stage10-v2.0,12
UTT2-001807,Tolong jelaskan gambaran umum program studi Sains Data.,info_program_studi,id_formal,STU-003602,SMA,MIPA/IPA,Investigative,Conventional,Logis-Matematis,Visual,Akademik,Sains Data,Sains Data|Statistika|Matematika|Ekonomi Pembangunan|Kimia,synthetic_template,stage10-v2.0,8
UTT2-001808,Tulung bandingke Teknologi Pangan karo rekomendasi sistem.,bandingkan_pilihan_awal,jawa_umum,STU-003969,SMK,Akuntansi dan Keuangan Lembaga,Realistic,Investigative,Visual-Spasial,Kinesthetic,Praktikal,Teknologi Pangan,Teknik Sipil|Teknologi Informasi|Teknologi Pangan|Arsitektur|Desain Produk,synthetic_template,stage10-v2.0,7
UTT2-001809,"Aku lumayan suka data dan Informatika. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-002364,SMA,MIPA/IPA,Artistic,Conventional,Interpersonal,Visual,Kreatif,Pendidikan Guru Sekolah Dasar,Pendidikan Guru Sekolah Dasar|Arsitektur|Statistika|Desain Produk|Film dan Televisi,synthetic_template,stage10-v2.0,14
UTT2-001810,Lulusan Pendidikan Guru Sekolah Dasar biasane iso kerja dadi apa?,prospek_karier,jawa_umum,STU-010874,MA,IPS/Soshum,Realistic,Artistic,Interpersonal,Auditory,Sosial,Pendidikan Guru Sekolah Dasar,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Keperawatan|Psikologi|Pariwisata,synthetic_template,stage10-v2.0,10
UTT2-001811,Punten jelaskeun ringkes ngeunaan prodi Akuntansi.,info_program_studi,sunda_umum,STU-006617,SMK,Akuntansi dan Keuangan Lembaga,Conventional,Artistic,Logis-Matematis,Reading/Writing,Eksekutif,Pendidikan Dokter,Akuntansi|Sistem Informasi|Teknik Industri|Statistika|Farmasi,synthetic_template,stage10-v2.0,6
UTT2-001812,"Aku lumayan suka Sosiologi dan ekonomi. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-000916,SMA,IPS/Soshum,Investigative,Artistic,Logis-Matematis,Reading/Writing,Akademik,Ekonomi Pembangunan,Ekonomi Pembangunan|Matematika|Farmasi|Pendidikan Dokter|Statistika,synthetic_template,stage10-v2.0,14
UTT2-001813,"Aku anak SMK jurusan Pemasaran - Bisnis Digital, suka statistik. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-006861,SMK,Pemasaran - Bisnis Digital,Realistic,Investigative,Logis-Matematis,Kinesthetic,Praktikal,Teknologi Informasi,Teknologi Informasi|Teknik Informatika|Teknik Elektro|Teknik Mesin|Agroteknologi,synthetic_template,stage10-v2.0,14
UTT2-001814,"Aku masih bingung minatku apa, tapi suka Desain. Bisa dibantu arahin?",klarifikasi_minat,id_nonformal,STU-007818,SMK,Desain Komunikasi Visual,Enterprising,Conventional,Interpersonal,Visual,Eksekutif,Bisnis Digital,Bisnis Digital|Manajemen|Pariwisata|Desain Komunikasi Visual|Ilmu Komunikasi,synthetic_template,stage10-v2.0,11
UTT2-001815,"Abdi resep bahasa, kira-kira prodi anu pas kanggo abdi naon?",rekomendasi_prodi,sunda_umum,STU-005252,SMA,IPS/Soshum,Enterprising,Artistic,Linguistik,Reading/Writing,Praktikal,Belum yakin,Ilmu Komunikasi|Ilmu Hukum|Pendidikan Bahasa Inggris|Pariwisata|Agribisnis,synthetic_template,stage10-v2.0,10
UTT2-001816,Saya menyukai akuntansi dan hukum. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-009927,MA,IPS/Soshum,Conventional,Enterprising,Linguistik,Reading/Writing,Eksekutif,Belum yakin,Ilmu Hukum|Administrasi Publik|Akuntansi|Teknik Industri|Sistem Informasi,synthetic_template,stage10-v2.0,11
UTT2-001817,"Abdi siswa SMK jurusan Farmasi Klinis dan Komunitas, resep bahasa inggris dan mengajar. Jurusan kuliah nu cocok naon?",rekomendasi_prodi,sunda_umum,STU-009438,SMK,Farmasi Klinis dan Komunitas,Social,Enterprising,Linguistik,Auditory,Sosial,Pendidikan Bahasa Inggris,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Kesehatan Masyarakat|Ilmu Komunikasi|Pariwisata,synthetic_template,stage10-v2.0,18
UTT2-001818,Saya menyukai komputer. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-001828,SMK,Teknik Elektronika,Enterprising,Realistic,Logis-Matematis,Kinesthetic,Eksekutif,Teknik Informatika,Teknik Informatika|Teknik Elektro|Teknik Industri|Teknik Mesin|Sistem Informasi,synthetic_template,stage10-v2.0,9
UTT2-001819,Lulusan Kesehatan Masyarakat biasana tiasa damel janten naon?,prospek_karier,sunda_umum,STU-008791,MA,MIPA/IPA,Artistic,Investigative,Interpersonal,Reading/Writing,Sosial,Kesehatan Masyarakat,Kesehatan Masyarakat|Ilmu Gizi|Psikologi|Pendidikan Guru Sekolah Dasar|Biologi,synthetic_template,stage10-v2.0,8
UTT2-001820,"Abdi siswa SMK jurusan Pengembangan Gim, resep Gim dan olahraga. Jurusan kuliah nu cocok naon?",rekomendasi_prodi,sunda_umum,STU-007662,SMK,Pengembangan Gim,Social,Artistic,Kinestetik,Auditory,Sosial,Pendidikan Guru Sekolah Dasar,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Kesehatan Masyarakat|Keperawatan|Pariwisata,synthetic_template,stage10-v2.0,15
UTT2-001821,Saya siswa SMK jurusan Pengembangan Gim. Saya tertarik pada statistik. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-002550,SMK,Pengembangan Gim,Investigative,Realistic,Naturalis,Auditory,Akademik,Biologi,Biologi|Ilmu Gizi|Agroteknologi|Farmasi|Teknologi Pangan,synthetic_template,stage10-v2.0,15
UTT2-001822,Saya menyukai Keagamaan. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-000432,MA,IPS/Soshum,Enterprising,Artistic,Linguistik,Auditory,Kreatif,Ilmu Komunikasi,Ilmu Komunikasi|Ilmu Hukum|Pendidikan Bahasa Inggris|Bisnis Digital|Agribisnis,synthetic_template,stage10-v2.0,9
UTT2-001823,Saya menyukai statistika dan laboratorium. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-011014,SMK,Teknik Elektronika,Investigative,Conventional,Logis-Matematis,Visual,Akademik,Belum yakin,Statistika|Sains Data|Farmasi|Kimia|Teknik Elektro,synthetic_template,stage10-v2.0,11
UTT2-001824,Saya menyukai quality dan Cybersecurity. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-004528,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Social,Investigative,Kinestetik,Reading/Writing,Akademik,Desain Komunikasi Visual,Teknologi Informasi|Teknik Informatika|Teknik Industri|Teknik Mesin|Keperawatan,synthetic_template,stage10-v2.0,11
UTT2-001825,"Abdi siswa SMA jurusan Bahasa dan Budaya, resep gambar dan sketsa. Jurusan kuliah nu cocok naon?",rekomendasi_prodi,sunda_umum,STU-005802,SMA,Bahasa dan Budaya,Artistic,Realistic,Visual-Spasial,Visual,Praktikal,Bisnis Digital,Arsitektur|Desain Komunikasi Visual|Film dan Televisi|Desain Produk|Ilmu Komunikasi,synthetic_template,stage10-v2.0,16
UTT2-001826,Prospek kerja saka Pendidikan Dokter kuwi apa wae?,prospek_karier,jawa_umum,STU-001777,SMK,Farmasi Klinis dan Komunitas,Investigative,Social,Logis-Matematis,Reading/Writing,Akademik,Pendidikan Dokter,Pendidikan Dokter|Farmasi|Kimia|Sains Data|Statistika,synthetic_template,stage10-v2.0,8
UTT2-001827,"Jika saya memilih Ilmu Gizi, roadmap belajar awal apa yang perlu saya siapkan?",roadmap_belajar,id_formal,STU-004407,SMK,Layanan Kesehatan,Investigative,Social,Naturalis,Visual,Praktikal,Teknik Mesin,Ilmu Gizi|Biologi|Teknologi Pangan|Agroteknologi|Farmasi,synthetic_template,stage10-v2.0,13
UTT2-001828,"Abdi resep pasien dan komunitas, kira-kira prodi anu pas kanggo abdi naon?",rekomendasi_prodi,sunda_umum,STU-010891,SMA,Bahasa dan Budaya,Social,Artistic,Linguistik,Auditory,Sosial,Pendidikan Bahasa Inggris,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Ilmu Komunikasi|Psikologi|Pariwisata,synthetic_template,stage10-v2.0,12
UTT2-001829,"Saya suka grammar dan mengajar, major S1 yang paling cocok apa?",rekomendasi_prodi,mixed,STU-003936,SMA,Bahasa dan Budaya,Social,Artistic,Linguistik,Auditory,Sosial,Agribisnis,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Ilmu Komunikasi|Psikologi|Pariwisata,synthetic_template,stage10-v2.0,11
UTT2-001830,"Aku masih bingung minatku apa, tapi suka debat dan Farmasi. Bisa dibantu arahin?",klarifikasi_minat,id_nonformal,STU-001594,SMK,Farmasi Klinis dan Komunitas,Enterprising,Artistic,Linguistik,Visual,Kreatif,Belum yakin,Ilmu Komunikasi|Desain Komunikasi Visual|Bisnis Digital|Pendidikan Bahasa Inggris|Film dan Televisi,synthetic_template,stage10-v2.0,13
UTT2-001831,Skill awal kanggo Bisnis Digital naon wae anu kedah disiapkeun?,skill_awal,sunda_umum,STU-003469,SMK,Pemasaran - Bisnis Digital,Enterprising,Investigative,Interpersonal,Visual,Eksekutif,Pendidikan Guru Sekolah Dasar,Bisnis Digital|Manajemen|Pendidikan Guru Sekolah Dasar|Ilmu Komunikasi|Pariwisata,synthetic_template,stage10-v2.0,10
UTT2-001832,"Aku lumayan suka desain produk dan visual. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-002414,SMA,Pilihan Campuran Kurikulum Merdeka,Artistic,Realistic,Visual-Spasial,Kinesthetic,Kreatif,Desain Produk,Desain Produk|Desain Komunikasi Visual|Arsitektur|Film dan Televisi|Teknik Sipil,synthetic_template,stage10-v2.0,15
UTT2-001833,Tolong jelaskan gambaran umum program studi Statistika.,info_program_studi,id_formal,STU-002011,SMK,Pengembangan Gim,Investigative,Conventional,Logis-Matematis,Kinesthetic,Akademik,Statistika,Statistika|Sains Data|Kimia|Farmasi|Ekonomi Pembangunan,synthetic_template,stage10-v2.0,7
UTT2-001834,Saya menyukai Agribisnis. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-001464,SMK,Agribisnis Tanaman/Ternak/Perikanan,Conventional,Artistic,Linguistik,Auditory,Kreatif,Ilmu Komunikasi,Ilmu Komunikasi|Ilmu Hukum|Pendidikan Bahasa Inggris|Akuntansi|Desain Komunikasi Visual,synthetic_template,stage10-v2.0,9
UTT2-001835,"Aku anak SMA jurusan MIPA/IPA, suka observasi. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-009398,SMA,MIPA/IPA,Social,Investigative,Musik,Reading/Writing,Sosial,Psikologi,Psikologi|Kesehatan Masyarakat|Ilmu Gizi|Biologi|Keperawatan,synthetic_template,stage10-v2.0,11
UTT2-001836,Saya menyukai gizi. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-000272,SMK,Desain Komunikasi Visual,Investigative,Social,Naturalis,Visual,Sosial,Teknik Sipil,Ilmu Gizi|Teknologi Pangan|Biologi|Kesehatan Masyarakat|Teknik Sipil,synthetic_template,stage10-v2.0,9
UTT2-001837,"Aku masih bingung minatku apa, tapi suka cad dan statistik. Bisa dibantu arahin?",klarifikasi_minat,id_nonformal,STU-007035,MA,MIPA/IPA,Realistic,Investigative,Logis-Matematis,Kinesthetic,Praktikal,Teknik Mesin,Teknik Mesin|Teknik Elektro|Teknologi Informasi|Teknik Informatika|Teknik Sipil,synthetic_template,stage10-v2.0,13
UTT2-001838,"Kalau aku ambil Statistika, belajar dari mana dulu ya?",roadmap_belajar,id_nonformal,STU-002373,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Enterprising,Realistic,Logis-Matematis,Visual,Akademik,Arsitektur,Statistika|Sains Data|Sistem Informasi|Teknik Industri|Kimia,synthetic_template,stage10-v2.0,9
UTT2-001839,Aku kudu nyiapke kemampuan apa yen arep mlebu Akuntansi?,skill_awal,jawa_umum,STU-009512,SMK,Teknik Mesin,Conventional,Investigative,Logis-Matematis,Reading/Writing,Eksekutif,Akuntansi,Akuntansi|Teknik Industri|Sistem Informasi|Teknik Mesin|Farmasi,synthetic_template,stage10-v2.0,9
UTT2-001840,"Abdi resep dkv, kira-kira prodi anu pas kanggo abdi naon?",rekomendasi_prodi,sunda_umum,STU-001001,SMA,IPS/Soshum,Artistic,Enterprising,Visual-Spasial,Visual,Kreatif,Belum yakin,Desain Komunikasi Visual|Arsitektur|Desain Produk|Film dan Televisi|Ilmu Komunikasi,synthetic_template,stage10-v2.0,10
UTT2-001841,"Aku lumayan suka usaha tani. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-009290,SMK,Akuntansi dan Keuangan Lembaga,Enterprising,Investigative,Naturalis,Kinesthetic,Akademik,Agribisnis,Agribisnis|Biologi|Agroteknologi|Teknologi Pangan|Akuntansi,synthetic_template,stage10-v2.0,13
UTT2-001842,"Aku lumayan suka elektro. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-003464,SMK,Teknik Mesin,Realistic,Investigative,Logis-Matematis,Kinesthetic,Praktikal,Teknik Elektro,Teknik Elektro|Teknik Mesin|Teknologi Informasi|Teknik Informatika|Teknik Sipil,synthetic_template,stage10-v2.0,12
UTT2-001843,"Aku siswa SMK Pengembangan Gim, interest-ku di mengajar. Prodi yang match apa ya?",rekomendasi_prodi,mixed,STU-005980,SMK,Pengembangan Gim,Social,Artistic,Interpersonal,Auditory,Eksekutif,Pendidikan Guru Sekolah Dasar,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Kesehatan Masyarakat|Keperawatan|Administrasi Publik,synthetic_template,stage10-v2.0,13
UTT2-001844,Bantu susun roadmap basic buat masuk Arsitektur ya kak.,roadmap_belajar,mixed,STU-008268,SMK,Teknik Mesin,Artistic,Enterprising,Visual-Spasial,Visual,Sosial,Arsitektur,Arsitektur|Desain Produk|Desain Komunikasi Visual|Film dan Televisi|Pendidikan Bahasa Inggris,synthetic_template,stage10-v2.0,9
UTT2-001845,"Abdi masih bingung minat, tapi resep mengajar. Tiasa dibantos arahanna?",klarifikasi_minat,sunda_umum,STU-010360,SMK,Teknik Elektronika,Social,Investigative,Logis-Matematis,Reading/Writing,Eksekutif,Akuntansi,Akuntansi|Teknik Elektro|Teknik Industri|Teknik Mesin|Farmasi,synthetic_template,stage10-v2.0,10
UTT2-001846,"Aku siswa SMK jurusan Akuntansi dan Keuangan Lembaga, seneng Akuntansi dan komunikasi. Jurusan kuliah sing pas apa ya?",rekomendasi_prodi,jawa_umum,STU-007493,SMK,Akuntansi dan Keuangan Lembaga,Social,Artistic,Interpersonal,Auditory,Praktikal,Pendidikan Guru Sekolah Dasar,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Kesehatan Masyarakat|Keperawatan|Pariwisata,synthetic_template,stage10-v2.0,18
UTT2-001847,"Aku siswa MAK MAK Teknologi/Bisnis/Kesehatan/Kreatif, interest-ku di Konsentrasi. Prodi yang match apa ya?",rekomendasi_prodi,mixed,STU-006971,MAK,MAK Teknologi/Bisnis/Kesehatan/Kreatif,Conventional,Enterprising,Logis-Matematis,Reading/Writing,Eksekutif,Belum yakin,Sistem Informasi|Teknik Industri|Bisnis Digital|Farmasi|Akuntansi,synthetic_template,stage10-v2.0,13
UTT2-001848,"Aku siswa MA jurusan IPS/Soshum, seneng lapangan dan angka. Jurusan kuliah sing pas apa ya?",rekomendasi_prodi,jawa_umum,STU-003382,MA,IPS/Soshum,Realistic,Enterprising,Logis-Matematis,Reading/Writing,Eksekutif,Ilmu Komunikasi,Teknik Industri|Sistem Informasi|Teknik Mesin|Ilmu Hukum|Agribisnis,synthetic_template,stage10-v2.0,15
UTT2-001849,Saya siswa SMK jurusan Pengembangan Perangkat Lunak dan Gim - RPL. Saya tertarik pada proses. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-007922,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Conventional,Realistic,Logis-Matematis,Kinesthetic,Kreatif,Belum yakin,Teknik Industri|Sistem Informasi|Sains Data|Akuntansi|Teknik Informatika,synthetic_template,stage10-v2.0,20
UTT2-001850,"Aku anak SMK jurusan Farmasi Klinis dan Komunitas, suka membantu. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-009053,SMK,Farmasi Klinis dan Komunitas,Enterprising,Conventional,Interpersonal,Kinesthetic,Eksekutif,Manajemen,Manajemen|Bisnis Digital|Pariwisata|Teknik Industri|Kesehatan Masyarakat,synthetic_template,stage10-v2.0,14
UTT2-001851,Saya menyukai analisis dan kesehatan. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-004661,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Investigative,Social,Naturalis,Reading/Writing,Sosial,Ilmu Gizi,Ilmu Gizi|Teknologi Pangan|Biologi|Farmasi|Kesehatan Masyarakat,synthetic_template,stage10-v2.0,11
UTT2-001852,"Aku seneng Kesehatan dan produk pangan, kira-kira prodi sing cocok kanggo aku apa?",rekomendasi_prodi,jawa_umum,STU-004525,SMK,Layanan Kesehatan,Investigative,Realistic,Naturalis,Kinesthetic,Sosial,Teknologi Pangan,Teknologi Pangan|Ilmu Gizi|Biologi|Agroteknologi|Agribisnis,synthetic_template,stage10-v2.0,13
